Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748012613,200,,Aggregated,506.500000,41.600000,54,73,97,140,850,1300,1400,1500,1900,2400,3100,70993,5874,54,207.12386930989737,2.0817919867113233,3085.5851670494303,39.78845801698759
1748012614,200,,Aggregated,500.100000,41.600000,54,73,97,140,850,1300,1400,1500,1900,2400,3100,71418,5903,54,207.05090061048665,2.0817919867113233,3085.5851670494303,39.78613234758744
1748012615,200,,Aggregated,508.100000,42.700000,54,73,97,140,850,1300,1400,1500,1900,2400,3100,71908,5942,54,207.17348842941556,2.0817919867113233,3085.5851670494303,39.78576792568282
1748012616,200,,Aggregated,498.700000,42.100000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,72455,5984,54,206.99174363486478,2.0817919867113233,3085.5851670494303,39.785094196397765
1748012617,200,,Aggregated,495.100000,41.700000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,72921,6024,54,207.00189484190372,2.0817919867113233,3085.5851670494303,39.78997819558152
1748012618,200,,Aggregated,493.400000,42.000000,54,73,96,130,850,1300,1400,1500,1900,2400,3100,73425,6071,54,206.99307831534003,2.0817919867113233,3085.5851670494303,39.790343888321416
1748012619,200,,Aggregated,491.800000,41.700000,54,73,97,140,850,1300,1400,1500,1900,2400,3100,73837,6107,54,207.3517103924726,2.0817919867113233,3085.5851670494303,39.79196067012474
1748012620,200,,Aggregated,493.600000,41.600000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,74372,6153,54,207.29010090984724,2.0817919867113233,3085.5851670494303,39.79064701769483
1748012621,200,,Aggregated,483.900000,41.400000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,74879,6194,54,207.0936978209962,2.0817919867113233,3085.5851670494303,39.786829418127915
1748012622,200,,Aggregated,489.500000,41.500000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,75438,6238,54,206.86330094548947,2.0817919867113233,3085.5851670494303,39.7843394575678
1748012623,200,,Aggregated,493.100000,41.800000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,75951,6280,54,206.76217698924657,2.0817919867113233,3085.5851670494303,39.785466945794
1748012624,200,,Aggregated,497.900000,42.200000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,76440,6320,54,206.67694580637564,2.0817919867113233,3085.5851670494303,39.78492935635793
1748012625,200,,Aggregated,495.500000,40.300000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,76906,6365,54,206.80759340072797,2.0817919867113233,3085.5851670494303,39.78995136920396
1748012626,200,,Aggregated,499.300000,40.700000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,77443,6401,54,206.61554494186356,2.0817919867113233,3085.5851670494303,39.78602326872667
1748012627,200,,Aggregated,495.400000,42.200000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,77924,6444,54,206.62270249912316,2.0817919867113233,3085.5851670494303,39.78675376007392
1748012628,200,,Aggregated,496.700000,41.600000,54,73,97,140,850,1300,1400,1500,1900,2400,3100,78349,6486,54,206.9002128335399,2.0817919867113233,3085.5851670494303,39.78997817457785
1748012629,200,,Aggregated,497.300000,42.100000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,78853,6520,54,206.88803792285762,2.0817919867113233,3085.5851670494303,39.78850519320761
1748012630,200,,Aggregated,489.500000,41.800000,54,73,96,140,850,1300,1400,1500,1900,2400,3100,79349,6564,54,206.92406005634513,2.0817919867113233,3085.5851670494303,39.78799984876936
1748012631,200,,Aggregated,501.700000,41.100000,54,73,97,140,850,1300,1400,1500,1900,2400,3100,79779,6598,54,207.0026214905962,2.0817919867113233,3085.5851670494303,39.79295303275298
1748012632,200,,Aggregated,498.600000,41.000000,54,73,97,140,850,1300,1400,1500,1900,2300,3100,80250,6647,54,207.19444423379403,2.0817919867113233,3085.5851670494303,39.793046728971966
1748012633,200,,Aggregated,491.300000,40.200000,54,74,97,140,850,1300,1400,1500,1900,2300,3100,80685,6682,54,207.4175263665396,2.0817919867113233,3085.5851670494303,39.79688913676644
1748012634,200,,Aggregated,483.200000,39.900000,54,74,98,140,850,1300,1400,1500,1900,2300,3100,81131,6726,54,207.65835986728467,2.0817919867113233,3085.5851670494303,39.801148759413785
